"","X","State","Row.ID","Order.ID","Order_Date","Ship.Date","Ship_Mode","Customer.ID","Customer_Name","Segment","City","Region","Product_ID","Category","Sub_Category","Sales","Quantity","Discount","Profit","Latitude","Longitude","code"
"9060",9060,"Texas",8433,"US-2014-127635",2014-09-14,"9/18/2014","Second Class","SC-20260","Scott Cohen","Corporate","Corpus Christi","Central","OFF-FA-10000053","Office Supplies","Fasteners",6.048,4,0.2,-1.3608,31.1693363,-100.0768425,48
"9061",9061,"Texas",4874,"CA-2017-164042",2017-05-23,"5/27/2017","Standard Class","KL-16645","Ken Lonsdale","Consumer","Houston","Central","OFF-ST-10002301","Office Supplies","Storage",48.816,3,0.2,-11.5938,31.1693363,-100.0768425,48
"9062",9062,"Texas",2107,"US-2014-152723",2014-09-26,"9/26/2014","Same Day","HG-14965","Henry Goldwyn","Corporate","Mesquite","Central","OFF-BI-10003460","Office Supplies","Binders",0.876,1,0.8,-1.4016,31.1693363,-100.0768425,48
"9063",9063,"Texas",1758,"US-2015-107349",2015-07-13,"7/15/2015","First Class","SL-20155","Sara Luxemburg","Home Office","Houston","Central","OFF-BI-10001765","Office Supplies","Binders",41.568,6,0.8,-66.5088,31.1693363,-100.0768425,48
"9064",9064,"Texas",3295,"CA-2014-138023",2014-08-15,"8/18/2014","First Class","KH-16510","Keith Herrera","Consumer","Dallas","Central","OFF-BI-10003638","Office Supplies","Binders",30.96,8,0.8,-52.632,31.1693363,-100.0768425,48
"9065",9065,"Texas",8641,"US-2017-148551",2017-01-12,"1/16/2017","Standard Class","DB-13120","David Bremer","Corporate","Dallas","Central","OFF-BI-10000545","Office Supplies","Binders",760.98,5,0.8,-1141.47,31.1693363,-100.0768425,48
"9066",9066,"Texas",4781,"CA-2014-159310",2014-11-07,"11/12/2014","Standard Class","SC-20725","Steven Cartwright","Consumer","Houston","Central","FUR-CH-10002758","Furniture","Chairs",683.144,4,0.3,0,31.1693363,-100.0768425,48
"9067",9067,"Texas",4148,"CA-2017-106068",2017-10-23,"10/28/2017","Standard Class","RB-19330","Randy Bradley","Consumer","Austin","Central","OFF-BI-10000962","Office Supplies","Binders",9.762,3,0.8,-15.1311,31.1693363,-100.0768425,48
"9068",9068,"Texas",6411,"CA-2017-161774",2017-05-14,"5/15/2017","First Class","GT-14710","Greg Tran","Consumer","Houston","Central","TEC-PH-10004071","Technology","Phones",7.992,1,0.2,0.6993,31.1693363,-100.0768425,48
"9069",9069,"Texas",9323,"US-2016-111563",2016-11-04,"11/8/2016","Standard Class","SM-20005","Sally Matthias","Consumer","Houston","Central","FUR-FU-10000723","Furniture","Furnishings",66.112,4,0.6,-84.2928,31.1693363,-100.0768425,48
"9070",9070,"Texas",8031,"CA-2016-158806",2016-01-07,"1/11/2016","Standard Class","NM-18520","Neoma Murray","Consumer","Amarillo","Central","FUR-FU-10004270","Furniture","Furnishings",23.076,3,0.6,-10.9611,31.1693363,-100.0768425,48
"9071",9071,"Texas",3212,"US-2017-108245",2017-09-22,"9/27/2017","Standard Class","SH-19975","Sally Hughsby","Corporate","Pearland","Central","OFF-BI-10000773","Office Supplies","Binders",11.228,7,0.8,-18.5262,31.1693363,-100.0768425,48
"9072",9072,"Texas",3939,"CA-2015-118955",2015-06-16,"6/20/2015","Standard Class","LS-17230","Lycoris Saunders","Consumer","Grand Prairie","Central","FUR-CH-10001708","Furniture","Chairs",197.372,2,0.3,-25.3764,31.1693363,-100.0768425,48
"9073",9073,"Texas",8959,"CA-2017-150266",2017-11-25,"11/30/2017","Standard Class","RO-19780","Rose O'Brian","Consumer","Houston","Central","TEC-PH-10003437","Technology","Phones",299.96,5,0.2,37.495,31.1693363,-100.0768425,48
"9074",9074,"Texas",9125,"CA-2016-128916",2016-08-18,"8/20/2016","Second Class","MA-17560","Matt Abelman","Home Office","Houston","Central","FUR-FU-10001940","Furniture","Furnishings",9.552,3,0.6,-3.8208,31.1693363,-100.0768425,48
"9075",9075,"Texas",9322,"US-2016-111563",2016-11-04,"11/8/2016","Standard Class","SM-20005","Sally Matthias","Consumer","Houston","Central","FUR-FU-10002445","Furniture","Furnishings",11.376,3,0.6,-5.688,31.1693363,-100.0768425,48
"9076",9076,"Texas",1669,"CA-2016-128531",2016-11-24,"11/26/2016","Second Class","NS-18505","Neola Schneider","Consumer","Dallas","Central","OFF-AR-10003405","Office Supplies","Art",14.04,3,0.2,1.5795,31.1693363,-100.0768425,48
"9077",9077,"Texas",8311,"CA-2014-168312",2014-03-01,"3/7/2014","Standard Class","GW-14605","Giulietta Weimer","Consumer","Houston","Central","FUR-TA-10001866","Furniture","Tables",376.509,3,0.3,-43.0296,31.1693363,-100.0768425,48
"9078",9078,"Texas",4671,"US-2017-133200",2017-05-06,"5/11/2017","Standard Class","DB-13555","Dorothy Badders","Corporate","Fort Worth","Central","OFF-ST-10001932","Office Supplies","Storage",772.68,5,0.2,-57.951,31.1693363,-100.0768425,48
"9079",9079,"Texas",1668,"CA-2016-128531",2016-11-24,"11/26/2016","Second Class","NS-18505","Neola Schneider","Consumer","Dallas","Central","OFF-PA-10000167","Office Supplies","Paper",74.352,3,0.2,23.235,31.1693363,-100.0768425,48
"9080",9080,"Texas",7661,"CA-2014-105417",2014-01-07,"1/12/2014","Standard Class","VS-21820","Vivek Sundaresam","Consumer","Huntsville","Central","FUR-FU-10004864","Furniture","Furnishings",76.728,3,0.6,-53.7096,31.1693363,-100.0768425,48
"9081",9081,"Texas",1108,"US-2016-110156",2016-11-19,"11/24/2016","Standard Class","EH-13945","Eric Hoffmann","Consumer","Houston","Central","OFF-BI-10003676","Office Supplies","Binders",10.78,5,0.8,-17.248,31.1693363,-100.0768425,48
"9082",9082,"Texas",8961,"CA-2017-150266",2017-11-25,"11/30/2017","Standard Class","RO-19780","Rose O'Brian","Consumer","Houston","Central","FUR-CH-10002126","Furniture","Chairs",853.93,5,0.3,-24.398,31.1693363,-100.0768425,48
"9083",9083,"Texas",985,"CA-2017-100314",2017-09-29,"10/5/2017","Standard Class","AS-10630","Ann Steele","Home Office","Pasadena","Central","OFF-LA-10001569","Office Supplies","Labels",7.968,2,0.2,2.5896,31.1693363,-100.0768425,48
"9084",9084,"Texas",7949,"CA-2014-131009",2014-03-01,"3/5/2014","Standard Class","SC-20380","Shahid Collister","Consumer","El Paso","Central","FUR-CH-10001270","Furniture","Chairs",362.25,6,0.3,0,31.1693363,-100.0768425,48
"9085",9085,"Texas",3856,"US-2017-105389",2017-10-23,"10/28/2017","Second Class","DM-13015","Darrin Martin","Consumer","San Antonio","Central","OFF-BI-10004364","Office Supplies","Binders",3.564,3,0.8,-6.237,31.1693363,-100.0768425,48
"9086",9086,"Utah",5547,"CA-2017-151008",2017-09-07,"9/8/2017","First Class","JM-16195","Justin MacKendrick","Consumer","Draper","West","FUR-FU-10002396","Furniture","Furnishings",25.16,2,0,10.5672,39.4997605,-111.547028,49
"9087",9087,"Utah",2179,"CA-2016-125738",2016-10-15,"10/21/2016","Standard Class","PB-18805","Patrick Bzostek","Home Office","Salt Lake City","West","OFF-PA-10001509","Office Supplies","Paper",71.6,8,0,32.936,39.4997605,-111.547028,49
"9088",9088,"Utah",720,"CA-2014-104472",2014-06-02,"6/7/2014","Standard Class","CK-12325","Christine Kargatis","Home Office","Orem","West","FUR-FU-10000246","Furniture","Furnishings",73.32,6,0,21.996,39.4997605,-111.547028,49
"9089",9089,"Utah",2657,"CA-2017-112515",2017-09-17,"9/21/2017","Second Class","AS-10225","Alan Schoenberger","Corporate","Provo","West","OFF-ST-10001272","Office Supplies","Storage",261.74,2,0,65.435,39.4997605,-111.547028,49
"9090",9090,"Utah",25,"CA-2015-106320",2015-09-25,"9/30/2015","Standard Class","EB-13870","Emily Burns","Consumer","Orem","West","FUR-TA-10000577","Furniture","Tables",1044.63,3,0,240.2649,39.4997605,-111.547028,49
"9091",9091,"Utah",1380,"CA-2014-126361",2014-08-04,"8/9/2014","Second Class","VD-21670","Valerie Dominguez","Consumer","Pleasant Grove","West","OFF-ST-10002289","Office Supplies","Storage",158.9,5,0,7.945,39.4997605,-111.547028,49
"9092",9092,"Utah",5548,"CA-2017-151008",2017-09-07,"9/8/2017","First Class","JM-16195","Justin MacKendrick","Consumer","Draper","West","TEC-PH-10002807","Technology","Phones",126.56,4,0.2,47.46,39.4997605,-111.547028,49
"9093",9093,"Utah",2177,"CA-2016-125738",2016-10-15,"10/21/2016","Standard Class","PB-18805","Patrick Bzostek","Home Office","Salt Lake City","West","OFF-PA-10003001","Office Supplies","Paper",60.12,9,0,28.8576,39.4997605,-111.547028,49
"9094",9094,"Utah",4936,"CA-2015-155124",2015-03-15,"3/21/2015","Standard Class","KS-16300","Karen Seio","Corporate","Lehi","West","TEC-PH-10003356","Technology","Phones",16.776,3,0.2,1.6776,39.4997605,-111.547028,49
"9095",9095,"Utah",3020,"CA-2015-123568",2015-11-08,"11/14/2015","Standard Class","SC-20095","Sanjit Chand","Consumer","West Jordan","West","OFF-FA-10002701","Office Supplies","Fasteners",5.04,3,0,0.2016,39.4997605,-111.547028,49
"9096",9096,"Utah",18,"CA-2014-167164",2014-05-13,"5/15/2014","Second Class","AG-10270","Alejandro Grove","Consumer","West Jordan","West","OFF-ST-10000107","Office Supplies","Storage",55.5,2,0,9.99,39.4997605,-111.547028,49
"9097",9097,"Utah",6423,"CA-2014-159121",2014-07-26,"8/1/2014","Standard Class","JO-15145","Jack O'Briant","Corporate","Draper","West","TEC-AC-10002006","Technology","Accessories",111.93,7,0,34.6983,39.4997605,-111.547028,49
"9098",9098,"Utah",7473,"CA-2016-139997",2016-07-01,"7/3/2016","First Class","EM-14140","Eugene Moren","Home Office","Lehi","West","TEC-CO-10000971","Technology","Copiers",1499.95,5,0,449.985,39.4997605,-111.547028,49
"9099",9099,"Utah",719,"CA-2014-104472",2014-06-02,"6/7/2014","Standard Class","CK-12325","Christine Kargatis","Home Office","Orem","West","OFF-BI-10001658","Office Supplies","Binders",59.808,3,0.2,19.4376,39.4997605,-111.547028,49
"9100",9100,"Utah",5648,"CA-2017-168179",2017-11-02,"11/7/2017","Standard Class","JB-16000","Joy Bell-","Consumer","Salt Lake City","West","OFF-PA-10001800","Office Supplies","Paper",19.44,3,0,9.3312,39.4997605,-111.547028,49
"9101",9101,"Utah",8798,"CA-2016-106397",2016-07-07,"7/13/2016","Standard Class","MJ-17740","Max Jones","Consumer","Orem","West","OFF-AR-10004602","Office Supplies","Art",45.98,2,0,12.8744,39.4997605,-111.547028,49
"9102",9102,"Utah",1377,"CA-2014-126361",2014-08-04,"8/9/2014","Second Class","VD-21670","Valerie Dominguez","Consumer","Pleasant Grove","West","OFF-PA-10000806","Office Supplies","Paper",447.84,8,0,219.4416,39.4997605,-111.547028,49
"9103",9103,"Utah",8045,"CA-2017-165008",2017-09-15,"9/17/2017","Second Class","DO-13645","Doug O'Connell","Consumer","Salt Lake City","West","OFF-BI-10002794","Office Supplies","Binders",295.056,9,0.2,106.9578,39.4997605,-111.547028,49
"9104",9104,"Utah",1376,"CA-2014-126361",2014-08-04,"8/9/2014","Second Class","VD-21670","Valerie Dominguez","Consumer","Pleasant Grove","West","OFF-AP-10003590","Office Supplies","Appliances",1089.75,3,0,305.13,39.4997605,-111.547028,49
"9105",9105,"Utah",2178,"CA-2016-125738",2016-10-15,"10/21/2016","Standard Class","PB-18805","Patrick Bzostek","Home Office","Salt Lake City","West","OFF-BI-10001628","Office Supplies","Binders",41.72,5,0.2,13.0375,39.4997605,-111.547028,49
"9106",9106,"Utah",2655,"CA-2017-112515",2017-09-17,"9/21/2017","Second Class","AS-10225","Alan Schoenberger","Corporate","Provo","West","FUR-BO-10003404","Furniture","Bookcases",1292.94,3,0,77.5764,39.4997605,-111.547028,49
"9107",9107,"Utah",2658,"CA-2017-112515",2017-09-17,"9/21/2017","Second Class","AS-10225","Alan Schoenberger","Corporate","Provo","West","OFF-LA-10001175","Office Supplies","Labels",14.4,5,0,7.056,39.4997605,-111.547028,49
"9108",9108,"Utah",2654,"CA-2017-112515",2017-09-17,"9/21/2017","Second Class","AS-10225","Alan Schoenberger","Corporate","Provo","West","OFF-PA-10000062","Office Supplies","Paper",164.88,3,0,80.7912,39.4997605,-111.547028,49
"9109",9109,"Utah",4679,"CA-2014-114510",2014-03-14,"3/19/2014","Standard Class","JF-15295","Jason Fortune-","Consumer","Logan","West","TEC-AC-10004877","Technology","Accessories",82.8,12,0,6.624,39.4997605,-111.547028,49
"9110",9110,"Utah",4680,"CA-2014-114510",2014-03-14,"3/19/2014","Standard Class","JF-15295","Jason Fortune-","Consumer","Logan","West","OFF-ST-10003221","Office Supplies","Storage",21.36,2,0,5.7672,39.4997605,-111.547028,49
"9111",9111,"Utah",4273,"US-2017-158505",2017-07-21,"7/21/2017","Same Day","SF-20200","Sarah Foster","Consumer","Murray","West","TEC-PH-10004071","Technology","Phones",71.928,9,0.2,6.2937,39.4997605,-111.547028,49
"9112",9112,"Utah",8806,"US-2017-100398",2017-08-19,"8/23/2017","Standard Class","DO-13435","Denny Ordway","Consumer","Salt Lake City","West","OFF-BI-10002133","Office Supplies","Binders",102.72,3,0.2,37.236,39.4997605,-111.547028,49
"9113",9113,"Utah",340,"CA-2015-128167",2015-06-22,"6/26/2015","Second Class","KL-16645","Ken Lonsdale","Consumer","Layton","West","OFF-FA-10000490","Office Supplies","Fasteners",4.96,4,0,2.3312,39.4997605,-111.547028,49
"9114",9114,"Utah",2653,"CA-2017-112515",2017-09-17,"9/21/2017","Second Class","AS-10225","Alan Schoenberger","Corporate","Provo","West","OFF-BI-10003712","Office Supplies","Binders",11.784,3,0.2,4.2717,39.4997605,-111.547028,49
"9115",9115,"Utah",2238,"CA-2016-122322",2016-07-15,"7/21/2016","Standard Class","RH-19510","Rick Huthwaite","Home Office","Provo","West","OFF-SU-10000952","Office Supplies","Supplies",44.4,5,0,12.432,39.4997605,-111.547028,49
"9116",9116,"Utah",2560,"CA-2015-147788",2015-05-31,"6/4/2015","Standard Class","TM-21010","Tamara Manning","Consumer","Orem","West","OFF-LA-10003766","Office Supplies","Labels",15.75,5,0,7.56,39.4997605,-111.547028,49
"9117",9117,"Utah",2559,"CA-2015-147788",2015-05-31,"6/4/2015","Standard Class","TM-21010","Tamara Manning","Consumer","Orem","West","FUR-BO-10004357","Furniture","Bookcases",1406.86,7,0,140.686,39.4997605,-111.547028,49
"9118",9118,"Utah",1381,"CA-2014-126361",2014-08-04,"8/9/2014","Second Class","VD-21670","Valerie Dominguez","Consumer","Pleasant Grove","West","OFF-BI-10002852","Office Supplies","Binders",13.184,1,0.2,4.7792,39.4997605,-111.547028,49
"9119",9119,"Utah",2176,"CA-2016-125738",2016-10-15,"10/21/2016","Standard Class","PB-18805","Patrick Bzostek","Home Office","Salt Lake City","West","OFF-PA-10000740","Office Supplies","Paper",45.68,2,0,21.0128,39.4997605,-111.547028,49
"9120",9120,"Utah",7062,"CA-2015-132633",2015-02-03,"2/5/2015","Second Class","KH-16630","Ken Heidel","Corporate","Pleasant Grove","West","OFF-BI-10002432","Office Supplies","Binders",12.144,3,0.2,4.0986,39.4997605,-111.547028,49
"9121",9121,"Utah",1375,"CA-2015-120362",2015-09-14,"9/19/2015","Standard Class","CA-12265","Christina Anderson","Consumer","Provo","West","FUR-TA-10003008","Furniture","Tables",912.75,5,0,118.6575,39.4997605,-111.547028,49
"9122",9122,"Utah",2656,"CA-2017-112515",2017-09-17,"9/21/2017","Second Class","AS-10225","Alan Schoenberger","Corporate","Provo","West","OFF-BI-10004233","Office Supplies","Binders",25.584,2,0.2,8.9544,39.4997605,-111.547028,49
"9123",9123,"Utah",1379,"CA-2014-126361",2014-08-04,"8/9/2014","Second Class","VD-21670","Valerie Dominguez","Consumer","Pleasant Grove","West","TEC-PH-10002310","Technology","Phones",399.96,5,0.2,34.9965,39.4997605,-111.547028,49
"9124",9124,"Utah",4677,"CA-2014-114510",2014-03-14,"3/19/2014","Standard Class","JF-15295","Jason Fortune-","Consumer","Logan","West","OFF-BI-10001617","Office Supplies","Binders",33.088,4,0.2,11.1672,39.4997605,-111.547028,49
"9125",9125,"Utah",2561,"CA-2015-147788",2015-05-31,"6/4/2015","Standard Class","TM-21010","Tamara Manning","Consumer","Orem","West","OFF-ST-10000046","Office Supplies","Storage",323.1,2,0,61.389,39.4997605,-111.547028,49
"9126",9126,"Utah",4678,"CA-2014-114510",2014-03-14,"3/19/2014","Standard Class","JF-15295","Jason Fortune-","Consumer","Logan","West","OFF-ST-10000736","Office Supplies","Storage",80.98,1,0,3.2392,39.4997605,-111.547028,49
"9127",9127,"Utah",3023,"CA-2015-123568",2015-11-08,"11/14/2015","Standard Class","SC-20095","Sanjit Chand","Consumer","West Jordan","West","OFF-BI-10001510","Office Supplies","Binders",91.68,5,0.2,28.65,39.4997605,-111.547028,49
"9128",9128,"Utah",3022,"CA-2015-123568",2015-11-08,"11/14/2015","Standard Class","SC-20095","Sanjit Chand","Consumer","West Jordan","West","FUR-FU-10004090","Furniture","Furnishings",66.69,3,0,22.0077,39.4997605,-111.547028,49
"9129",9129,"Utah",3021,"CA-2015-123568",2015-11-08,"11/14/2015","Standard Class","SC-20095","Sanjit Chand","Consumer","West Jordan","West","OFF-PA-10001125","Office Supplies","Paper",92.94,3,0,41.823,39.4997605,-111.547028,49
"9130",9130,"Utah",1378,"CA-2014-126361",2014-08-04,"8/9/2014","Second Class","VD-21670","Valerie Dominguez","Consumer","Pleasant Grove","West","OFF-AR-10000896","Office Supplies","Art",16.4,5,0,4.264,39.4997605,-111.547028,49
"9131",9131,"Utah",2652,"CA-2017-112515",2017-09-17,"9/21/2017","Second Class","AS-10225","Alan Schoenberger","Corporate","Provo","West","OFF-BI-10000829","Office Supplies","Binders",10.776,3,0.2,3.5022,39.4997605,-111.547028,49
"9132",9132,"Utah",8797,"CA-2016-106397",2016-07-07,"7/13/2016","Standard Class","MJ-17740","Max Jones","Consumer","Orem","West","OFF-PA-10003441","Office Supplies","Paper",12.96,2,0,6.2208,39.4997605,-111.547028,49
"9133",9133,"Utah",4274,"US-2017-158505",2017-07-21,"7/21/2017","Same Day","SF-20200","Sarah Foster","Consumer","Murray","West","OFF-AR-10001044","Office Supplies","Art",25.99,1,0,7.5371,39.4997605,-111.547028,49
"9134",9134,"Utah",7868,"CA-2014-100972",2014-11-19,"11/24/2014","Second Class","DB-13360","Dennis Bolton","Home Office","Salt Lake City","West","OFF-PA-10000357","Office Supplies","Paper",166.44,3,0,79.8912,39.4997605,-111.547028,49
"9135",9135,"Utah",5396,"CA-2014-104829",2014-11-18,"11/21/2014","Second Class","JG-15805","John Grady","Corporate","Provo","West","OFF-PA-10003016","Office Supplies","Paper",21.98,7,0,9.891,39.4997605,-111.547028,49
"9136",9136,"Utah",4681,"CA-2014-114510",2014-03-14,"3/19/2014","Standard Class","JF-15295","Jason Fortune-","Consumer","Logan","West","OFF-BI-10003007","Office Supplies","Binders",62.048,2,0.2,20.1656,39.4997605,-111.547028,49
"9137",9137,"Utah",2761,"CA-2014-129574",2014-05-26,"5/29/2014","First Class","Dp-13240","Dean percer","Home Office","Murray","West","OFF-PA-10002893","Office Supplies","Paper",48.4,5,0,23.232,39.4997605,-111.547028,49
"9138",9138,"Utah",7708,"CA-2017-100237",2017-10-15,"10/19/2017","Standard Class","SV-20815","Stuart Van","Corporate","Orem","West","OFF-AR-10001761","Office Supplies","Art",11.68,2,0,4.2048,39.4997605,-111.547028,49
"9139",9139,"Vermont",9390,"US-2017-127292",2017-01-19,"1/23/2017","Standard Class","RM-19375","Raymond Messe","Consumer","Burlington","East","OFF-EN-10001509","Office Supplies","Envelopes",2.04,1,0,0.9588,43.8717545,-72.4477828,50
"9140",9140,"Vermont",5275,"CA-2015-162887",2015-11-07,"11/9/2015","Second Class","SV-20785","Stewart Visinsky","Consumer","Burlington","East","FUR-CH-10000595","Furniture","Chairs",715.2,3,0,178.8,43.8717545,-72.4477828,50
"9141",9141,"Vermont",9147,"US-2016-165505",2016-01-23,"1/27/2016","Standard Class","CB-12535","Claudia Bergmann","Corporate","Burlington","East","TEC-AC-10002926","Technology","Accessories",99.98,2,0,42.9914,43.8717545,-72.4477828,50
"9142",9142,"Vermont",9149,"US-2016-165505",2016-01-23,"1/27/2016","Standard Class","CB-12535","Claudia Bergmann","Corporate","Burlington","East","OFF-ST-10001526","Office Supplies","Storage",1564.29,13,0,406.7154,43.8717545,-72.4477828,50
"9143",9143,"Vermont",2235,"CA-2017-104066",2017-12-05,"12/10/2017","Standard Class","QJ-19255","Quincy Jones","Corporate","Burlington","East","TEC-AC-10001013","Technology","Accessories",205.03,7,0,67.6599,43.8717545,-72.4477828,50
"9144",9144,"Vermont",9389,"US-2017-127292",2017-01-19,"1/23/2017","Standard Class","RM-19375","Raymond Messe","Consumer","Burlington","East","OFF-AP-10000828","Office Supplies","Appliances",542.94,3,0,152.0232,43.8717545,-72.4477828,50
"9145",9145,"Vermont",8799,"US-2016-150140",2016-04-06,"4/10/2016","Standard Class","VM-21685","Valerie Mitchum","Home Office","Burlington","East","TEC-PH-10002555","Technology","Phones",1294.75,5,0,336.635,43.8717545,-72.4477828,50
"9146",9146,"Vermont",9742,"CA-2015-117086",2015-11-08,"11/12/2015","Standard Class","QJ-19255","Quincy Jones","Corporate","Burlington","East","FUR-BO-10004834","Furniture","Bookcases",4404.9,5,0,1013.127,43.8717545,-72.4477828,50
"9147",9147,"Vermont",9148,"US-2016-165505",2016-01-23,"1/27/2016","Standard Class","CB-12535","Claudia Bergmann","Corporate","Burlington","East","OFF-AR-10003477","Office Supplies","Art",8.04,6,0,2.7336,43.8717545,-72.4477828,50
"9148",9148,"Vermont",9387,"US-2017-127292",2017-01-19,"1/23/2017","Standard Class","RM-19375","Raymond Messe","Consumer","Burlington","East","OFF-PA-10000157","Office Supplies","Paper",79.92,4,0,37.5624,43.8717545,-72.4477828,50
"9149",9149,"Vermont",9388,"US-2017-127292",2017-01-19,"1/23/2017","Standard Class","RM-19375","Raymond Messe","Consumer","Burlington","East","OFF-PA-10001970","Office Supplies","Paper",12.28,1,0,5.7716,43.8717545,-72.4477828,50
"9150",9150,"Virginia",8900,"CA-2015-163237",2015-08-07,"8/9/2015","Second Class","EM-14095","Eudokia Martin","Corporate","Springfield","South","OFF-LA-10004545","Office Supplies","Labels",25.06,2,0,11.7782,38.0033855,-79.4587861,51
"9151",9151,"Virginia",6664,"CA-2017-162173",2017-10-26,"11/1/2017","Standard Class","OT-18730","Olvera Toch","Consumer","Virginia Beach","South","FUR-TA-10001520","Furniture","Tables",356.85,5,0,60.6645,38.0033855,-79.4587861,51
"9152",9152,"Virginia",8899,"CA-2015-163237",2015-08-07,"8/9/2015","Second Class","EM-14095","Eudokia Martin","Corporate","Springfield","South","TEC-PH-10003601","Technology","Phones",494.97,3,0,148.491,38.0033855,-79.4587861,51
"9153",9153,"Virginia",7844,"CA-2014-158470",2014-04-19,"4/23/2014","Second Class","AG-10390","Allen Goldenen","Consumer","Arlington","South","OFF-PA-10001569","Office Supplies","Paper",71.28,11,0,34.2144,38.0033855,-79.4587861,51
"9154",9154,"Virginia",882,"CA-2015-129098",2015-10-09,"10/13/2015","Standard Class","DK-13090","Dave Kipp","Consumer","Springfield","South","OFF-ST-10001321","Office Supplies","Storage",30.84,2,0,8.3268,38.0033855,-79.4587861,51
"9155",9155,"Virginia",921,"CA-2014-138296",2014-12-05,"12/12/2014","Standard Class","RC-19825","Roy Collins","Consumer","Alexandria","South","OFF-ST-10002444","Office Supplies","Storage",24.56,2,0,6.8768,38.0033855,-79.4587861,51
"9156",9156,"Virginia",6391,"CA-2015-147529",2015-02-07,"2/11/2015","Standard Class","DK-12835","Damala Kotsonis","Corporate","Springfield","South","OFF-PA-10003349","Office Supplies","Paper",12.96,2,0,6.3504,38.0033855,-79.4587861,51
"9157",9157,"Virginia",2582,"US-2014-155502",2014-01-26,"1/31/2014","Standard Class","SD-20485","Shirley Daniels","Home Office","Alexandria","South","OFF-PA-10000380","Office Supplies","Paper",16.68,2,0,8.34,38.0033855,-79.4587861,51
"9158",9158,"Virginia",9734,"CA-2014-114321",2014-08-20,"8/25/2014","Standard Class","NC-18535","Nick Crebassa","Corporate","Hampton","South","OFF-PA-10000246","Office Supplies","Paper",20.12,2,0,9.2552,38.0033855,-79.4587861,51
"9159",9159,"Virginia",6993,"CA-2015-109386",2015-11-08,"11/13/2015","Second Class","RH-19600","Rob Haberlin","Consumer","Hampton","South","FUR-FU-10000308","Furniture","Furnishings",186.54,3,0,41.0388,38.0033855,-79.4587861,51
"9160",9160,"Virginia",2585,"US-2014-155502",2014-01-26,"1/31/2014","Standard Class","SD-20485","Shirley Daniels","Home Office","Alexandria","South","TEC-PH-10002103","Technology","Phones",187.98,2,0,52.6344,38.0033855,-79.4587861,51
"9161",9161,"Virginia",6994,"CA-2015-109386",2015-11-08,"11/13/2015","Second Class","RH-19600","Rob Haberlin","Consumer","Hampton","South","OFF-AR-10000380","Office Supplies","Art",265.86,7,0,79.758,38.0033855,-79.4587861,51
"9162",9162,"Virginia",1895,"US-2017-108063",2017-12-02,"12/5/2017","First Class","AS-10090","Adam Shillingsburg","Consumer","Charlottesville","South","OFF-AR-10001446","Office Supplies","Art",34.65,3,0,10.395,38.0033855,-79.4587861,51
"9163",9163,"Virginia",9787,"US-2014-114377",2014-11-05,"11/5/2014","Same Day","BG-11035","Barry Gonzalez","Consumer","Hampton","South","FUR-CH-10004754","Furniture","Chairs",149.9,5,0,40.473,38.0033855,-79.4587861,51
"9164",9164,"Virginia",6995,"CA-2015-109386",2015-11-08,"11/13/2015","Second Class","RH-19600","Rob Haberlin","Consumer","Hampton","South","OFF-AR-10000122","Office Supplies","Art",27.9,5,0,6.975,38.0033855,-79.4587861,51
"9165",9165,"Virginia",791,"CA-2015-115938",2015-06-26,"6/30/2015","Standard Class","SA-20830","Sue Ann Reed","Consumer","Richmond","South","OFF-BI-10001132","Office Supplies","Binders",43.04,8,0,21.0896,38.0033855,-79.4587861,51
"9166",9166,"Virginia",6665,"CA-2017-162173",2017-10-26,"11/1/2017","Standard Class","OT-18730","Olvera Toch","Consumer","Virginia Beach","South","OFF-EN-10002831","Office Supplies","Envelopes",251.58,7,0,113.211,38.0033855,-79.4587861,51
"9167",9167,"Virginia",6586,"CA-2017-104731",2017-07-21,"7/27/2017","Standard Class","AM-10705","Anne McFarland","Consumer","Salem","South","FUR-FU-10003274","Furniture","Furnishings",8.8,5,0,3.872,38.0033855,-79.4587861,51
"9168",9168,"Virginia",6991,"CA-2015-109386",2015-11-08,"11/13/2015","Second Class","RH-19600","Rob Haberlin","Consumer","Hampton","South","OFF-AP-10003266","Office Supplies","Appliances",44.43,3,0,18.6606,38.0033855,-79.4587861,51
"9169",9169,"Virginia",6843,"CA-2016-123946",2016-09-12,"9/17/2016","Standard Class","AJ-10795","Anthony Johnson","Corporate","Springfield","South","OFF-FA-10002975","Office Supplies","Fasteners",11.34,3,0,5.2164,38.0033855,-79.4587861,51
"9170",9170,"Virginia",7846,"CA-2015-125976",2015-09-27,"10/2/2015","Standard Class","JK-15205","Jamie Kunitz","Consumer","Arlington","South","OFF-PA-10001125","Office Supplies","Paper",154.9,5,0,69.705,38.0033855,-79.4587861,51
"9171",9171,"Virginia",9755,"CA-2017-113705",2017-03-27,"3/29/2017","Second Class","LC-16870","Lena Cacioppo","Consumer","Richmond","South","OFF-BI-10001679","Office Supplies","Binders",17.76,2,0,8.88,38.0033855,-79.4587861,51
"9172",9172,"Virginia",7843,"CA-2014-158470",2014-04-19,"4/23/2014","Second Class","AG-10390","Allen Goldenen","Consumer","Arlington","South","OFF-BI-10003638","Office Supplies","Binders",58.05,3,0,26.703,38.0033855,-79.4587861,51
